age,workclass,education,educational_num,marital_status,occupation,relationship,hours_per_week,native_country,income
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,60,United-States,>50K
61,?,Bachelors,13,Married-civ-spouse,?,Husband,10,United-States,<=50K
59,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
32,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,60,United-States,>50K
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,35,United-States,<=50K
25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
81,Private,1st-4th,2,Married-civ-spouse,Prof-specialty,Husband,15,Poland,<=50K
47,Private,HS-grad,9,Separated,Other-service,Other-relative,35,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
37,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,30,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,45,United-States,>50K
37,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,45,United-States,<=50K
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,50,United-States,>50K
27,?,5th-6th,3,Married-civ-spouse,?,Wife,40,Mexico,<=50K
55,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,40,Poland,>50K
60,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,40,United-States,>50K
22,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,36,?,<=50K
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,25,United-States,<=50K
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,60,United-States,<=50K
45,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,44,United-States,>50K
36,Private,HS-grad,9,Separated,Other-service,Unmarried,30,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
48,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,50,United-States,<=50K
29,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,20,United-States,<=50K
39,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,40,United-States,<=50K
26,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,40,Mexico,<=50K
37,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,25,United-States,<=50K
49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
27,Private,Bachelors,13,Never-married,Sales,Own-child,40,United-States,<=50K
28,Private,10th,6,Never-married,Handlers-cleaners,Other-relative,40,Mexico,<=50K
35,Private,Some-college,10,Divorced,Sales,Unmarried,30,United-States,<=50K
54,?,HS-grad,9,Married-civ-spouse,?,Husband,40,United-States,<=50K
17,Private,10th,6,Never-married,Other-service,Own-child,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
33,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,38,United-States,<=50K
33,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,60,United-States,<=50K
51,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,35,United-States,<=50K
49,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
49,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,50,United-States,<=50K
41,Private,Some-college,10,Married-civ-spouse,Sales,Husband,35,United-States,>50K
64,Private,1st-4th,2,Divorced,Priv-house-serv,Not-in-family,12,United-States,<=50K
40,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
49,Federal-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,40,United-States,<=50K
34,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
38,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,86,United-States,<=50K
30,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,40,United-States,<=50K
36,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,40,United-States,>50K
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
47,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,80,United-States,<=50K
61,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,40,Canada,<=50K
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
20,Private,12th,8,Never-married,Sales,Not-in-family,55,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,46,United-States,>50K
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,50,United-States,>50K
38,?,HS-grad,9,Married-civ-spouse,?,Wife,35,United-States,<=50K
34,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,40,United-States,>50K
56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,50,United-States,<=50K
32,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,23,United-States,<=50K
26,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,>50K
49,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,40,United-States,>50K
71,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,40,United-States,>50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,15,United-States,<=50K
20,Private,Some-college,10,Never-married,Tech-support,Not-in-family,40,United-States,<=50K
42,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,35,United-States,<=50K
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,20,United-States,>50K
38,Private,Some-college,10,Married-spouse-absent,Prof-specialty,Own-child,40,United-States,<=50K
38,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,>50K
35,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,25,United-States,<=50K
24,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,40,United-States,<=50K
40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,35,United-States,<=50K
49,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,40,United-States,<=50K
18,?,Some-college,10,Never-married,?,Own-child,24,United-States,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,55,United-States,>50K
52,Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,42,United-States,<=50K
27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,60,United-States,<=50K
20,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,40,United-States,<=50K
38,?,Masters,14,Married-civ-spouse,?,Wife,2,United-States,>50K
31,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
19,Federal-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,20,England,<=50K
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,50,United-States,<=50K
23,Private,Bachelors,13,Never-married,Other-service,Not-in-family,40,United-States,<=50K
34,Private,Masters,14,Divorced,Prof-specialty,Unmarried,40,United-States,<=50K
42,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,50,United-States,>50K
37,Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,40,United-States,<=50K
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,40,United-States,<=50K
40,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
33,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,40,United-States,<=50K
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
32,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,45,United-States,<=50K
63,?,Bachelors,13,Married-civ-spouse,?,Husband,8,United-States,>50K
54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,70,United-States,>50K
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,44,United-States,<=50K
29,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
26,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,40,United-States,<=50K
39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,60,United-States,<=50K
57,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
54,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,40,United-States,<=50K
57,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
23,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
27,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,45,United-States,>50K
42,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,55,United-States,>50K
31,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
49,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,60,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
46,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,30,United-States,<=50K
37,Private,HS-grad,9,Divorced,Sales,Not-in-family,60,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
27,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,35,United-States,<=50K
24,Private,Some-college,10,Never-married,Exec-managerial,Own-child,25,United-States,<=50K
24,Self-emp-inc,HS-grad,9,Never-married,Craft-repair,Own-child,40,United-States,<=50K
29,Private,HS-grad,9,Divorced,Sales,Not-in-family,34,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,50,United-States,<=50K
26,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,45,United-States,<=50K
20,Private,Some-college,10,Never-married,Craft-repair,Own-child,40,United-States,<=50K
25,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,40,United-States,>50K
57,State-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,37,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,50,United-States,<=50K
25,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,40,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,40,Germany,>50K
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,24,United-States,<=50K
29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
18,Private,11th,7,Never-married,Exec-managerial,Own-child,20,United-States,<=50K
46,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,40,United-States,<=50K
61,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,50,United-States,>50K
41,Private,HS-grad,9,Widowed,Sales,Not-in-family,40,United-States,<=50K
50,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,40,United-States,<=50K
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,India,>50K
36,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,60,United-States,<=50K
38,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,40,United-States,<=50K
75,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,35,United-States,<=50K
26,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
31,Private,Some-college,10,Never-married,Sales,Own-child,40,United-States,<=50K
49,Private,12th,8,Never-married,Transport-moving,Not-in-family,35,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,48,United-States,<=50K
31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,40,Columbia,<=50K
47,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
18,Private,HS-grad,9,Never-married,Craft-repair,Own-child,20,United-States,<=50K
47,Private,9th,5,Divorced,Other-service,Not-in-family,30,United-States,<=50K
42,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,40,United-States,<=50K
29,Private,Bachelors,13,Never-married,Sales,Own-child,40,United-States,<=50K
38,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,75,United-States,<=50K
22,Private,Some-college,10,Never-married,Sales,Own-child,20,United-States,<=50K
32,Private,HS-grad,9,Never-married,Craft-repair,Own-child,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,48,United-States,<=50K
41,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,50,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,46,United-States,>50K
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,38,United-States,<=50K
35,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
18,?,Some-college,10,Never-married,?,Own-child,25,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
36,Local-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,25,United-States,<=50K
30,Private,Some-college,10,Never-married,Craft-repair,Unmarried,40,United-States,<=50K
40,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,20,United-States,<=50K
25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
56,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,40,United-States,<=50K
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,55,United-States,>50K
26,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,40,Guatemala,<=50K
66,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,40,United-States,>50K
48,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,32,Dominican-Republic,<=50K
35,Private,Some-college,10,Never-married,Sales,Unmarried,50,United-States,<=50K
41,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,45,United-States,>50K
19,Private,Some-college,10,Never-married,Sales,Own-child,20,United-States,<=50K
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,60,United-States,>50K
45,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,50,United-States,<=50K
29,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,40,United-States,<=50K
42,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
65,Private,HS-grad,9,Divorced,Sales,Not-in-family,20,United-States,<=50K
30,Private,Assoc-acdm,12,Never-married,Other-service,Other-relative,40,Vietnam,<=50K
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
61,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,40,Italy,<=50K
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,50,United-States,<=50K
23,Private,11th,7,Separated,Other-service,Unmarried,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
51,Private,HS-grad,9,Widowed,Prof-specialty,Unmarried,35,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,15,United-States,<=50K
31,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
34,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,35,United-States,<=50K
33,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,40,United-States,>50K
32,Private,Masters,14,Separated,Exec-managerial,Not-in-family,55,United-States,>50K
44,Private,11th,7,Married-civ-spouse,Sales,Husband,40,United-States,>50K
21,State-gov,Some-college,10,Never-married,Other-service,Own-child,20,United-States,<=50K
75,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,20,United-States,<=50K
55,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,60,United-States,>50K
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,16,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,45,United-States,<=50K
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,45,United-States,<=50K
26,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,50,United-States,<=50K
23,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,40,United-States,<=50K
42,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
29,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,50,United-States,<=50K
28,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,40,United-States,<=50K
64,?,HS-grad,9,Married-civ-spouse,?,Husband,40,United-States,<=50K
35,Federal-gov,Some-college,10,Never-married,Other-service,Unmarried,40,United-States,<=50K
65,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,20,United-States,<=50K
34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,50,France,<=50K
58,Private,Bachelors,13,Divorced,Sales,Not-in-family,50,United-States,<=50K
63,?,Prof-school,15,Married-civ-spouse,?,Husband,30,United-States,>50K
50,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,60,?,>50K
